listing_id,description,room_type
1171566,Nolita: 1BR with private bathroom,Private room
1171674,Great One-Bed in the West Village,entire home/apt
1173994,Steps to Subway! Entire apt! 20 min to Manhattan!,Entire home/apt
1175400,LARGE light filled loft/apt! PRIME Williamsburg.✨,private room
1177971,Amazing View from Contemporary Loft,Shared room
1178231,"Private, Cozy hideaway apt in Bklyn for 1 to 3 .",Entire home/apt
1180296,Comfortable Central Park North Rm,PRIVATE ROOM
1180537,"spacious, tranquil east village apt",Entire home/apt
1182187,Best Chelsea Street. Beautiful Room. Superhost.,private room
1182844,"Large apt at Central Park, TimesSq",Entire home/apt
1183667,Sunlit cozy studio apt in UWS (70s),Entire home/apt
1185357,Central Park Room/Bath with a View!,private room
1185525,Peaceful Brooklyn Flat,ENTIRE HOME/APT
1186153,Sexy Bedroom near Central Park!,Private room
1186569,beautiful spacious room,Private room
1187643,PRIVATE ROOM IN NYC ARTIST LOFT,private room
1189378,Authentic Soho Loft (1200 sq ft),entire home/apt
1190223,Large 1 Bedroom in Astoria,Entire home/apt
1191606,"STUNNING OCEAN-VIEW 1BR in BROOKLYN, NYC",Entire home/apt
1194066,ENTIRE 1 Bedroom apartment- Upper East Side,Entire home/apt
1195198,Cozy 1 Bedroom in Clinton Hill,entire home/apt
1195260,The Ganham House,Entire home/apt
1203812,Quiet minimal clean,Entire home/apt
1205103,Cozy & Private Fort Green Cottage,Entire home/apt
1209492,Beautiful East Village Apt,Private room
1209887,East Village Bright & Spacious Artist Loft,Entire home/apt
1209921,Authentic NYC Living 2,Entire home/apt
1209955,The Green Room: Your NYC Adventure starts here,Private room
1210916,Stylish apt in the heart of NYC!,Entire home/apt
1213991,Private 2 bedroom Midtown Manhattan,PRIVATE ROOM
1215627,Floating Cabin Houseboat Rockaway Surf's Up!,ENTIRE HOME/APT
1217046,Sunny Williamsburg Apt w/ Deck,Entire home/apt
1217318,Williamsburg Penthouse Hideaway,private room
1217670,"BK Rest - Williamsburg, Brooklyn",Entire home/apt
1221332,Furnished 1 Bedroom in East Harlem,Entire home/apt
1222563,"Renovated, Residential Space",Entire home/apt
1223230,Stunning Sundrenched Tribeca Loft,entire home/apt
1225060,Lovely Studio in Astoria,Entire home/apt
1226176,Private bedroom (15 min Manhattan).,PRIVATE ROOM
1227528,Modern Williamsburg,entire home/apt
1231273,LUXURY TIMES SQUARE APARTMENT,Entire home/apt
1232212,"Beautiful Huge Loft in Williamsburg, NY",entire home/apt
1232433,Manhattan Upper East Side 1bedroom,ENTIRE HOME/APT
1239017,Spacious 4-BD/2BA Townhouse in PLG,ENTIRE HOME/APT
1241905,Bedroom in big sunny loft (& roof!),private room
1244117,Cozy Huge Brownstone in Bedstuy,entire home/apt
1245479,Private Room In a Modern Loft,private room
1251681,"Entire House in Brooklyn for 6, super good price¡¡",ENTIRE HOME/APT
1255828,Sunny Beach House type room on UWS,Private room
1256536,Clean 2Bedroom-Ideal UpperEast Loc.,Entire home/apt
1256768,Beautiful Park Slope apt w garden,entire home/apt
1258651,Chic Historic Harlem Brownstone,Entire home/apt
1262053,Stylish Park Slope Townhouse,Entire home/apt
1263964,Designer amazing room in NYC!!,Private room
1264621,nice room in bedstuy N,Private room
1264695,Classy Penthouse with Amazing View!,Entire home/apt
1266411,Cozy Brownstone Living in Brooklyn,entire home/apt
1267945,nice room in bedstuy I,Private room
1267954,Cozy 1 Bedroom Brownstone In Clinton Hill!,ENTIRE HOME/APT
1271361,ABSOLUTELY GORGEOUS $10MILLION LOFT w/BASQUIAT,Private room
1275942,nice room in bedstuy H,Private room
1278784,Private room minutes from midtown!,Private room
1280188,The Original Williamsburg Loft!,ENTIRE HOME/APT
1281023,Your private bedroom in the Upper East Side!,private room
1284776,Modern Apartment in Brownstone Bkln,Entire home/apt
1290336,Spacious & Stylish 2br-Prime Williamsburg Hot Spot,ENTIRE HOME/APT
1291020,One family  house sublet August 1st to August 31,private room
1291261,Dream Apartment - Greenwich Village,Entire home/apt
1291490,nice room in bedstuy M,Private room
1292428,Room in Great Loft - Fun/Convenient,PRIVATE ROOM
1294973,PRIVATE BEDROOM IN COMFY & CHIC UWS APT!,Private room
1300216,1 Bdrm Apt  2 blocks to subway 15 mins to Midtown,Entire home/apt
1300950,Great Room and Private Bathroom,Private room
1304459,Sunny Williamsburg Artist's Loft,entire home/apt
1304952,Two Bedrooms and Private Bathroom,Private room
1306749,Superstar Manhattan Apt - Harlem,Entire home/apt
1307723,A real home on the UWS.,Private room
1308308,Renovated 2 Bedroom (Hells Kitchen) TIME SQUARE,Entire home/apt
1313340,Spacious Guest Room in Brownstone,Private room
1313593,GORGEOUS SUNNY LOFT w/ 15 WINDOWS,Entire home/apt
1313711,Less than a minute from the Metro,Entire home/apt
1316480,nice room in bedstuy K,Private room
1316961,Huge Sunny Apt Hip/Family Area,Entire home/apt
1317612,"Sunny Rm #3, Air Conditioner, Park,Express Q train",Private room
1320550,Nice cozy apartment by Central Park,entire home/apt
1323349,Spacious Bright 2B Apt East Village,Entire home/apt
1324087,Lovely 1-bedroom-heart of Astoria,Entire home/apt
1325432,"Private Room in Woodside, Queens: Good Deal!",PRIVATE ROOM
1325759,Gorgeous Apt in Prime Williamsburg,entire home/apt
1325911,Gramercy apartment,Entire home/apt
1326566,Peaceful Park Slope 2BR in 4BR dplx w/outdoor spce,Private room
1329559,Sunny master bedroom Room in LowerEastSide/Nolita,Private room
1330056,Spacious Loft 5 min to Union Square,Private room
1330775,Large private live/work space; garden & parking,Entire home/apt
1331231,"Studio Plus, Hilton Grand Vacation",entire home/apt
1331960,ARTSY & CONVENIENT in Williamsburg.,entire home/apt
1332473,2 BED ROOM APT. IN A PRIVATE HOUSE,Private room
1335036,Charming 2 Bedroom Little Italy Apt,Entire home/apt
1335550,nice room in bedstuy J,Private room
1336223,"Safe, Sunny, Quiet Chelsea Apt has Washer/Dryer",Entire home/apt
1336230,"Safe,Sunny,SouthFacing Apt Near All",Entire home/apt
1336390,"Charming, Quiet, & Clean 1BR APT",entire home/apt
1340982,Steps from Central Park,Entire home/apt
1342507,Brooklyn duplex 10 mins to U Square,ENTIRE HOME/APT
1342515,Furnished Room + Bath in Hamiliton Heights,PRIVATE ROOM
1343532,Room2 in a Good Vibe Apartment,private room
1346003,1 Bedroom Railroad in Williamsburg,Entire home/apt
1347126,Bedroom for 2 in 1896 townhouse,Private room
1347204,Beautiful Central Harlem sleeps 4,ENTIRE HOME/APT
1347478,Bright Bohemian master bedroom in Williamsburg,Private room
1347847,3 bedroom duplex Brooklyn townhouse,entire home/apt
1348118,Sweet Deal*Harlem2bdrm Apt #1/Sleeps4,Entire home/apt
1349237,"Bright, Very Spacious, & Quiet Room in Manhattan",Private room
1349658,"A Comfortable Room in a Great Location, Manhattan",Private room
1350055,Cozy room in Beautiful Williamsburg Appartment,Private room
1351217,English Basement Studio Apartment / private entry,Entire home/apt
1352657,Spacious 1BR Midtown Manhattan w DM,Entire home/apt
1354042,1BR East Village Duplex w/ Terrace,entire home/apt
1354415,Great Flat in Historic Brownstone,ENTIRE HOME/APT
1354973,Gorgeous spacious. 2 subways close,Private room
1356710,Sunny 1 Bdrm ❤️ Private Bath ❤️ No Cleaning Fee,PRIVATE ROOM
1357021,MIDTOWN EAST 1BR APARTMENT - NEW,Entire home/apt
1358963,1 Bedroom in Sunny & Spacious Apt.,Private room
1359438,Perfect in Park Slope: EZ 2 NYC,Entire home/apt
1360791,Renovated Big Private Room # 3,Private room
1361017,Vacation sublet in Brooklyn NY,Entire home/apt
1361428,Private room w Patio in Nolita,PRIVATE ROOM
1363957,Charming WILLIAMSBURG 1 bdrm apt great location,Entire home/apt
1365000,Brownstone - Garden level - 2 rooms,entire home/apt
1365028,Soho Loft. Authentic and Eccentric! 2 Bedroom.,Entire home/apt
1370405,"Fresh, Simple Sleep in Brooklyn!",private room
1377134,Room in lovely E.Village triplex,Private room
1378165,Sunny Brooklyn Artists' Enclave! *huge room!*,PRIVATE ROOM
1380326,Positive Cozy Room!,private room
1382158,1 double room in modern apt in heart of soho,Private room
1386742,Columbus Circle/Central Park/Hells Kitchen,private room
1390532,Amazing Designer Loft in BK Factory,Entire home/apt
1391024,Bright Brooklyn Room in Shared Apt!,Private room
1392144,3-Bed Brownstone on Beautiful Block,ENTIRE HOME/APT
1392330,"Verna's Brownstone Suite (no stove, no gatherings)",entire home/apt
1396458,"Stylish 3 Bedrm, perfect for groups & 1/Pr'spct PK",entire home/apt
1397705,Unique 3BR Triplex in Brooklyn,Entire home/apt
1399352,A Nest in Brooklyn,private room
1399448,★HUGE beautiful E. Villager 2nd Av★,Entire home/apt
1402084,"Waterfront Red Hook, Brooklyn",Entire home/apt
1403129,Penthouse Designer Loft Brooklyn,Entire home/apt
1403466,Brooklyn Retreat,Private room
1403870,Sunny Soho Apartment with Great Views,Entire home/apt
1404355,Jazz it Up in Brooklyn,Private room
1404510,A charming Space in Brooklyn,Private room
1407364,BROOKLYN'S FAVORITE BROWNSTONE in HIPSTER BED-STUY,Private room
1408406,"Beautiful, spacious apartment - with a cute cat!",entire home/apt
1410197,Your Furnished Private Apartment,Entire home/apt
1411583,GREAT 1BR apt 162st at Amsterdam av,ENTIRE HOME/APT
1411811,Charming Parlor Apt off Bleecker,ENTIRE HOME/APT
1423112,"Private Room in Brooklyn, NY",Private room
1426004,Charming private room & sunny deck!,private room
1426529,Comfy room in vibrant East Village,PRIVATE ROOM
1427084,Private Room Private Restroom tons Natural Light,private room
1428359,Comfy Park Slope 1 BR Apt Near Prospect Park,Entire home/apt
1428844,Gorgeous sky-lit 2BR,Entire home/apt
1430650,"Columbus Circle Comfort, minutes from Times Square",PRIVATE ROOM
1434010,Brooklyn College Manor,ENTIRE HOME/APT
1436810,W80's Renovated with Chef's Kitchen,Entire home/apt
1438369,True Two Bedroom Apartment in Lower Manhattan,Entire home/apt
1438870,Spacious very High ceiling place !,Private room
1439162,Cozy & Private 1 Bedroom Garden Level Apartment,entire home/apt
1440363,Artsy Harlem Guest Space,entire home/apt
1442495,Spacious Duplex in Fun & Hip Area,entire home/apt
1444400,Large Room In Newly Renovated Hell's Kitchen Apt.,private room
1444924,New Law in New York | NO  rentals under 30 days..,Entire home/apt
1445250,"1Bedroom, Seconds from L train",PRIVATE ROOM
1446483,Cozy 1BD in Vibrant East Village,Entire home/apt
1453049,Studio Apt in the heart of Bushwick,Entire home/apt
1456142,"Modern, cozy artist's escape in WV",Entire home/apt
1458987,Room in My Apt. Rego Park Queens NY,PRIVATE ROOM
1461721,3B. Private  Rm in Guesthouse Manhattan,PRIVATE ROOM
1461814,Zen Supersized Master Suite,Private room
1461873,"Cozy, quiet single room in Brooklyn brownstone",PRIVATE ROOM
1461965,Private Bedroom WITH a Living room!,Private room
1465446,Historic Townhouse with Private Backyard,entire home/apt
1466081,JFK Jupiter Suites w/ Parking,Private room
1466552,ALL YOU NEED!! HK/TIME SQ./THEATER (READ REVIEWS),Private room
1467106,Bedford Stuyvesant Urban Hang Suite,Entire home/apt
1467392,"VERY BIG, BEDROOM/ PRIVATE BATHROOM.",Private room
1467618,1 min to Bedford Ave (L) Station,entire home/apt
1469955,Luxury 1 Bedroom Upper West,entire home/apt
1470069,Sunny Apartment in Clinton Hill,entire home/apt
1472002,SHARED STUDIO AT MANHATTAN'S HEART BY C. PARK,shared room
1474752,Dope Williamsburg Apartment,private room
1474980,Be my Guest! Cozy East Village apt!,Private room
1475084,"Fun LES 1br, close to everything!",ENTIRE HOME/APT
1475631,BLYN BROWNSTONE CORZY CORNER in NYC,Private room
1478946,"Prime Chelsea Location,Washer/Dryer",Entire home/apt
1479113,"Spacious, quiet room with private full bathroom.",Private room
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi",Entire home/apt
1479731,Master Bedroom in Modern Loft Apt.,Private room
1481907,Charming BK Townhouse Home by Highland Park!,Entire home/apt
1484031,"Private room in cozy Harlem, NY Apt",Private room
1490223,Private Bed & Bath in a townhouse:Charm-Calm-Cozy-,PRIVATE ROOM
1492286,West Village/SoHo Prvt Rm,PRIVATE ROOM
1492856,small room in bedstuy P,private room
1494527,Huge Loft In South Williamsburg,entire home/apt
1496319,Private Huge 2br Williamsburg Artist Apartment!,Entire home/apt
1497024,New York City Historical Brownstone Ground Floor,entire home/apt
1503618,"Private, quiet Antique room on first floor duplex",Private room
1503670,Best location in Brooklyn!,Private room
1506985,Garden Rowhouse Duplex-2 bd/3 bth,Entire home/apt
1507845,"Rare large modern garden studio, comfy; location!",entire home/apt
1511303,Private fits 3 ppl. Prospect Park,PRIVATE ROOM
1512006,Designer Space For Families:  2 Bed | 2 Bath,Entire home/apt
1514939,Bright Studio Apt on Prospect Park,entire home/apt
1515026,"Garden Apartment, Ft. Greene",Entire home/apt
1515611,"AMAZING, HUGE NEW YORK LOFT!",entire home/apt
1519957,BedStuy with a View,PRIVATE ROOM
1519994,McSimon's | Queen Room | 10 mins from JFK,Private room
1520806,HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity,Entire home/apt
1521318,"modern, convenient safe Midwood, Brooklyn",Private room
1524017,CHELSEA BROWNSTONE 1BRM GARDEN APT,Entire home/apt
1524562,Stuyvesant Heights Townhouse,ENTIRE HOME/APT
1524895,NYC apartment! Bright and spacious!,Entire home/apt
1525602,Perfect Temporary Brooklyn Home,Entire home/apt
1526741,Comfy Couch in a nice and safe apt!!,SHARED ROOM
1530386,A Lovely 2br in Chelsea,Entire home/apt
1533652,Charming Central Park Studio: Summer Park Strolls!,Entire home/apt
1533807,Sunny Spacious Dwelling,Entire home/apt
1534212,Great  studio with 2 rooms and kitchen,Entire home/apt
1534782,Cozy,PRIVATE ROOM
1535607,"EV, Hippest East Village",private room
1542279,nice room in bedstuy L,Private room
1546518,"Sunny, pretty Park Slope 3+ bed apt",Entire home/apt
1549413,Beautiful Studio in Heart of Harlem,Entire home/apt
1551044,Nexus of the Universe!,Entire home/apt
1552242,Single family home 2 bedrooms  2 bathrooms,ENTIRE HOME/APT
1555919,East Village New Luxury Bldg - 1BR,Entire home/apt
1559435,Gorgeous & Spacious Full 1 BR Apt,ENTIRE HOME/APT
1560339,Entire Modern Studio Apartment/Prime Location,ENTIRE HOME/APT
1560408,Airy Designer Loft in Williamsburg,Entire home/apt
1564553,Cozy Room in Best Downtown NYC Location,Private room
1567225,"NYC LARGE 3 BR West Side Manhattan, New York City",entire home/apt
1569396,Ditmas Park Carriage House Loft,Entire home/apt
1570204,SPECIAL OFFER* 1BDR IN EAST VILLAGE,entire home/apt
1572815,Private room - Heart of East Village,PRIVATE ROOM
1578103,Private room in Harlem gem with fab New Yorkers!,private room
1578776,Nice private room in Astoria,PRIVATE ROOM
1581579,★★★★★- Lux Astoria |❤of NYC| Near subway/Manhattan,Entire home/apt
1583653,Private room and bathroom,Private room
1584060,"Safe upscale room, Flatbush, Brooklyn, near subway",Private room
1586454,Private Room With Patio In Queens,Private room
1586641,SALE- SUNNY MASTER BEDROOM NEAR MANHATTAN,private room
1586773,Beautiful Brownstone in West Harlem,Entire home/apt
1588221,Large 2 BR Loft Downtown NY,Entire home/apt
1589715,Private: The Brass Room,Private room
1591811,Sunlit apartment in Williamsburg,Entire home/apt
1593444,Designer Home in Village Center,Entire home/apt
1596314,Gorgeous charming Manhattan 1bdrm Alexa Smart Home,entire home/apt
1598012,"Close to the city, Astoria",Private room
1598328,Room in heart of the West Village!,Private room
1598785,SUNNY STUDIO MIDTOWN EAST W/DOORMAN,Entire home/apt
1598863,1Br apt + backyard -east village,Entire home/apt
1601955,"Cozy, QUIET Dream Home in SEAPORT",Entire home/apt
1604488,Private room with stunning view,Private room
1608220,The Heart of Bushwick!,private room
1609672,CENTRAL PARK/ TIMES SQUARE,entire home/apt
1613110,Sunny Studio Loft @ Habitat 101,Entire home/apt
1614869,"Cute, quirky Park Slope Jr 1 bdroom",Entire home/apt
1614964,Charming Room in Astoria!!,PRIVATE ROOM
1617443,Great Artistic Studio in Historic Building,Shared room
1619695,Only 10 mins to CENTRAL PARK! :),Private room
1621235,An artist place in Bedstuy,Private room
1624665,"Bushwick Biodome Loft, Fun & Unique, Great View!",private room
1628156,A Tree Grows in Brooklyn,Entire home/apt
1628564,Stylish Room on Express Line to Midtown,private room
1630572,Private Room in Designer's NYC Apt,Private room
1631845,1 bedroom apartment in NYC,Entire home/apt
1633420,NYC Harlem cozy private room,private room
1633924,Smart Family 1BD Retreat in Bedstuy,ENTIRE HOME/APT
1635088,Cosy studio in great location at  UES,Entire home/apt
1640995,One bedroom apartment - UES,Entire home/apt
1644133,Large Spacious Apt For Sublet,Entire home/apt
1644146,"Quaint, beautiful studio Brooklyn",Entire home/apt
1645181,Lovely Brownstone-- Close to Subway,entire home/apt
1645196,Park Slope 1BR with Private Outdoor Space,Entire home/apt
1645667,Truly A Sweet Home away from Home.,Entire home/apt
1645772,"Private Entrance/Bath, 2 story Apt.",Private room
1645915,Cozy 1.5BD in Parkslope Brooklyn,Entire home/apt
1646432,Beautiful Home Away From Home!,Entire home/apt
1646838,1 BR apt in heart of the Village,entire home/apt
1649957,GRACIOUS HARLEM 1 BEDROOM,Entire home/apt
1651595,"Cozy Apartment, 30 min train ride to Times Square!",Entire home/apt
1652236,Amazing Spacious Room,private room
1652996,Large Charming 1 BR + Den  in  Brownstone Apt,Entire home/apt
1654561,Cozy room in bed-stuy,PRIVATE ROOM
1654713,Brooklyn Wildlife Loft rm 2,Shared room
1654738,GREAT BRAND NEW 1 BED! TIMES SQ!!!!,Entire home/apt
1654929,COZY GARDEN APT IN BKLYN BROWNSTONE,Entire home/apt
1655824,Art House Suite,Entire home/apt
1656539,West Village townhouse private suite incl bath,Private room
